E01A;ED06C;pobrezai
2200000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
5000000;Técnica Superior;No pobre
6871000;Superior Universitario;No pobre
6000000;Maestría (Post universitario);No pobre
2500000;No obtuvo;No pobre
18000000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;Educación Media;No pobre
1650000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3350000;No obtuvo;No pobre
1770000;Especialización (Post universitario);No pobre
2500000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2100000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;EEB (1º y 2º ciclo);No pobre
7500000;Técnica Superior;No pobre
2000000;Superior Universitario;No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
400000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
6500000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2230000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
4950000;Superior Universitario;No pobre
3500000;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
2000000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
2230000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
4300000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
6700000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
2400000;No obtuvo;No pobre
4500000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
2650000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
1500000;Superior Universitario;No pobre
1100000;No obtuvo;Pobre no extremo
500000;No obtuvo;No pobre
800000;No obtuvo;Pobre no extremo
6000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
1780000;Técnica Superior;No pobre
0;EEB (1º y 2º ciclo);No pobre
4000000;Superior Universitario;No pobre
2500000;EEB (1º y 2º ciclo);No pobre
5080000;Superior Universitario;No pobre
0;Educación Inicial;Pobre extremo
0;Técnica Superior;No pobre
2900000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
400000;No obtuvo;Pobre no extremo
0;No obtuvo;No pobre
3000000;Técnica Superior;No pobre
No obtuvo80000;No obtuvo;No pobre
4500000;Educación Inicial;No pobre
2500000;No obtuvo;No pobre
500000;EEB (3er ciclo);No pobre
0;No obtuvo;No pobre
3900000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
3200000;Superior Universitario;Pobre no extremo
7102No obtuvo1;Militar/Policial;No pobre
2000000;Especialización (Post universitario);No pobre
1500000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
6000000;Militar/Policial;No pobre
3680000;Superior Universitario;No pobre
3940000;Superior Universitario;No pobre
6680000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
600000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2700000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
2880650;Superior Universitario;No pobre
2431650;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4800000;Superior Universitario;No pobre
3600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
500000;No obtuvo;No pobre
2500000;Técnica Superior;No pobre
1500000;Técnica Superior;No pobre
2550000;Superior Universitario;No pobre
500000;EEB (1º y 2º ciclo);No pobre
2550330;Técnica Superior;Pobre no extremo
0;No obtuvo;Pobre no extremo
2680000;Superior Universitario;No pobre
2580000;Técnica Superior;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
5200000;Militar/Policial;No pobre
500000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
5698000;Militar/Policial;No pobre
400000;No obtuvo;No pobre
2100000;No obtuvo;No pobre
0;Técnica Superior;No pobre
2600000;No obtuvo;No pobre
1500000;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
5000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
3300000;Superior Universitario;No pobre
0;Superior Universitario;Pobre extremo
0;No obtuvo;Pobre extremo
0;Técnica Superior;No pobre
6300000;EEB (1º y 2º ciclo);No pobre
0;Educación Inicial;No pobre
0;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Técnica Superior;No pobre
3600000;Superior Universitario;No pobre
1100000;No obtuvo;No pobre
0;No obtuvo;No pobre
3800000;Superior Universitario;No pobre
3000000;Técnica Superior;No pobre
1800000;Superior Universitario;No pobre
3310000;Educación Media;No pobre
3600000;Superior Universitario;No pobre
800000;No obtuvo;No pobre
0;No obtuvo;No pobre
2636364;Superior Universitario;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
15000000;Maestría (Post universitario);No pobre
7500000;Especialización (Post universitario);No pobre
2700000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
15000000;Especialización (Post universitario);No pobre
3800000;Superior Universitario;No pobre
5256000;Superior Universitario;No pobre
2600000;No obtuvo;No pobre
1000000;Superior Universitario;Pobre no extremo
350000;No obtuvo;Pobre no extremo
2000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;No obtuvo;Pobre no extremo
5000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2700000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3600000;Superior Universitario;No pobre
500000;No obtuvo;No pobre
2090000;Superior Universitario;No pobre
2550039;No obtuvo;No pobre
0;No obtuvo;No pobre
1800000;No obtuvo;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2000000;Técnica Superior;No pobre
1500000;Superior Universitario;No pobre
600000;No obtuvo;No pobre
600000;No obtuvo;No pobre
2325000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
4000000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
1880317;Superior Universitario;No pobre
2190000;Superior Universitario;No pobre
400000;Técnica Superior;No pobre
900000;No obtuvo;Pobre no extremo
3900000;Especialización (Post universitario);No pobre
4050000;Especialización (Post universitario);No pobre
4050000;Especialización (Post universitario);No pobre
Militar/Policial (Post no universitario)80000;No obtuvo;Pobre no extremo
1000000;No obtuvo;No pobre
1800000;Militar/Policial;No pobre
0;No obtuvo;No pobre
1600000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
3200000;No obtuvo;No pobre
No obtuvo00000;No obtuvo;No pobre
800000;Superior Universitario;No pobre
2600000;Técnica Superior;No pobre
250000;No obtuvo;No pobre
2000000;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
2800000;Superior Universitario;No pobre
0;Técnica Superior;No pobre
1500000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
0;Técnica Superior;Pobre no extremo
800000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
6600000;Superior Universitario;No pobre
250000;Superior Universitario;No pobre
1500000;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
0;EEB (3er ciclo);No pobre
5000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
1000000;Superior Universitario;No pobre
2570000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
1500000;Superior Universitario;No pobre
No Técnico Superior (Post no universitario)00000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Educación Media;No pobre
3500000;Especialización (Post universitario);No pobre
1000000;EEB (1º y 2º ciclo);Pobre no extremo
0;No obtuvo;Pobre no extremo
2500000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
2000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
1040000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
No obtuvo00000;No obtuvo;No pobre
800000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2300000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
500000;Superior Universitario;No pobre
4588400;Técnica Superior;No pobre
8900000;Militar/Policial;No pobre
4780000;EEB (1º y 2º ciclo);No pobre
2500000;No obtuvo;No pobre
2710820;EEB (1º y 2º ciclo);No pobre
2660000;Superior Universitario;No pobre
300000;No obtuvo;No pobre
1800000;No obtuvo;No pobre
2550000;Especialización (Post universitario);No pobre
3800000;Educación Media;No pobre
4000000;Técnica Superior;No pobre
0;EEB (1º y 2º ciclo);No pobre
3500000;No obtuvo;No pobre
0;No obtuvo;No pobre
6500000;Militar/Policial;No pobre
4000000;Superior Universitario;No pobre
4200000;No obtuvo;No pobre
3020000;Superior Universitario;No pobre
400000;Técnica Superior;Pobre no extremo
3500000;Superior Universitario;No pobre
0;Militar/Policial;No pobre
1000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
3500000;Militar/Policial;No pobre
0;No obtuvo;No pobre
3850000;Técnica Superior;No pobre
85829Militar/Policial (Post no universitario);Superior Universitario;No pobre
1800000;Técnica Superior;No pobre
0;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)000000;Doctorado (Post universitario);No pobre
3000000;Especialización (Post universitario);No pobre
2500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3800000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3600000;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)00000;Técnica Superior;No pobre
6318500;Militar/Policial;No pobre
No obtuvo00000;No obtuvo;No pobre
0;No obtuvo;No pobre
1Militar/Policial (Post no universitario)0000;No obtuvo;No pobre
2500000;Técnica Superior;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4580000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
3000000;Técnica Superior;No pobre
0;No obtuvo;No pobre
4700000;Militar/Policial;No pobre
8500000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Técnica Superior;Pobre no extremo
0;No obtuvo;Pobre no extremo
500000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
8000000;No obtuvo;No pobre
4000000;No obtuvo;No pobre
2600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
5000000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
500000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
1800000;Superior Universitario;No pobre
2350000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre extremo
2300000;Superior Universitario;No pobre
2300000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);Pobre no extremo
250000;Superior Universitario;No pobre
5000000;EEB (3er ciclo);No pobre
5000000;Educación Media;No pobre
1500000;No obtuvo;No pobre
1800000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
0;Técnica Superior;No pobre
0;Superior Universitario;No pobre
7000000;Militar/Policial;No pobre
0;No obtuvo;Pobre no extremo
3928000;Superior Universitario;No pobre
2200000;Superior Universitario;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
920000;Técnica Superior;No pobre
7000000;Especialización (Post universitario);No pobre
9700000;Superior Universitario;No pobre
4000000;Técnica Superior;No pobre
4000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
0;Técnica Superior;No pobre
0;Superior Universitario;Pobre no extremo
6500000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
1500000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
5892000;Maestría (Post universitario);No pobre
4500000;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
4800000;EEB (1º y 2º ciclo);No pobre
8000000;Superior Universitario;No pobre
4800000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
0;Superior Universitario;No pobre
350000;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre no extremo
5000000;No obtuvo;No pobre
4600000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
2400000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
53104Militar/Policial (Post no universitario);EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3000000;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
1600000;No obtuvo;No pobre
5600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3800000;No obtuvo;No pobre
0;No obtuvo;No pobre
200000;Superior Universitario;No pobre
2000000;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
160000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre extremo
0;No obtuvo;Pobre extremo
2500000;No obtuvo;No pobre
300000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;EEB (1º y 2º ciclo);No pobre
1500000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
1800000;No obtuvo;No pobre
2200000;Superior Universitario;No pobre
5000000;EEB (1º y 2º ciclo);No pobre
4000000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;EEB (3er ciclo);No pobre
3000000;Maestría (Post universitario);No pobre
5700000;Superior Universitario;No pobre
2680000;Superior Universitario;No pobre
3000000;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
3000000;Maestría (Post universitario);No pobre
10000000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)500000;Superior Universitario;No pobre
2680000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
0;Técnica Superior;No pobre
7000000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
4500000;Maestría (Post universitario);No pobre
5000000;Superior Universitario;No pobre
0;EEB (3er ciclo);No pobre
3000000;EEB (1º y 2º ciclo);No pobre
4000000;EEB (3er ciclo);No pobre
1000000;Formación Docente (Post no universitario);No pobre
0;Superior Universitario;No pobre
5000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
3250000;EEB (1º y 2º ciclo);No pobre
3600000;Superior Universitario;No pobre
0;Militar/Policial (Post no universitario);No pobre
1500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4200000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
6500000;EEB (3er ciclo);No pobre
2000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Técnica Superior;No pobre
3050000;Técnica Superior;No pobre
0;No obtuvo;No pobre
1600000;No obtuvo;No pobre
1800000;Técnica Superior;No pobre
1600000;Técnica Superior;No pobre
0;Técnica Superior;No pobre
2480000;No obtuvo;No pobre
Militar/Policial (Post no universitario)50000;Superior Universitario;No pobre
4500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
1600000;EEB (3er ciclo);No pobre
2350000;Superior Universitario;No pobre
1800000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
8000000;Superior Universitario;No pobre
6000000;EEB (3er ciclo);No pobre
1600000;Técnica Superior;No pobre
2500000;Especialización (Post universitario);No pobre
2500000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;Pobre no extremo
600000;Superior Universitario;Pobre no extremo
2200000;Superior Universitario;No pobre
1600000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
2000000;Superior Universitario;No pobre
3030373;No obtuvo;Pobre no extremo
2160000;No obtuvo;Pobre no extremo
900000;No obtuvo;Pobre no extremo
3000000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
2683373;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
Militar/Policial (Post no universitario)00000;Educación Media;No pobre
6000000;Superior Universitario;No pobre
4500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;Pobre no extremo
1540000;No obtuvo;Pobre no extremo
350000;Técnica Superior;Pobre no extremo
0;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2000000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
4000000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
5000000;EEB (1º y 2º ciclo);No pobre
No obtuvo00000;Superior Universitario;Pobre no extremo
400000;Superior Universitario;Pobre no extremo
0;Superior Universitario;No pobre
4500000;EEB (1º y 2º ciclo);No pobre
0;Educación Inicial;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;EEB (1º y 2º ciclo);No pobre
2500000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
7376000;Especialización (Post universitario);No pobre
3528000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
3800000;Superior Universitario;No pobre
1000000;Técnica Superior;No pobre
0;No obtuvo;No pobre
2800000;No obtuvo;No pobre
3060000;EEB (1º y 2º ciclo);No pobre
1000000;No obtuvo;No pobre
4Militar/Policial (Post no universitario)0000;No obtuvo;No pobre
2020000;No obtuvo;No pobre
3300000;No obtuvo;No pobre
4000000;Militar/Policial;No pobre
0;EEB (1º y 2º ciclo);No pobre
53104Militar/Policial (Post no universitario);EEB (1º y 2º ciclo);No pobre
53104Militar/Policial (Post no universitario);Superior Universitario;No pobre
0;No obtuvo;No pobre
800000;No obtuvo;Pobre no extremo
4500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
7500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
2600000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
3000000;Militar/Policial;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2439No Técnico Superior (Post no universitario)9;Superior Universitario;No pobre
7800000;Militar/Policial;No pobre
6960000;Superior Universitario;No pobre
3300000;Superior Universitario;No pobre
2550000;No obtuvo;No pobre
7200000;Militar/Policial;No pobre
0;Superior Universitario;No pobre
5060000;Militar/Policial;No pobre
0;No obtuvo;No pobre
4600000;Militar/Policial;No pobre
Militar/Policial (Post no universitario)00000;EEB (1º y 2º ciclo);No pobre
800000;No obtuvo;Pobre no extremo
2000000;No obtuvo;No pobre
4200000;Superior Universitario;No pobre
3200000;Superior Universitario;No pobre
3640000;Superior Universitario;No pobre
7270000;EEB (1º y 2º ciclo);No pobre
3500000;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
800000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
6300000;EEB (3er ciclo);No pobre
0;Técnica Superior;No pobre
4460000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
0;EEB (3er ciclo);No pobre
6600000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
8000000;EEB (3er ciclo);No pobre
300000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
2700000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
5200000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
500000;No obtuvo;No pobre
1No obtuvo00000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2300000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
6500000;Superior Universitario;No pobre
7000000;No obtuvo;No pobre
3300000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
10000000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;Pobre no extremo
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5000000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
1800000;EEB (3er ciclo);No pobre
400000;No obtuvo;No pobre
0;No obtuvo;No pobre
1600000;No obtuvo;Pobre no extremo
5700000;Superior Universitario;No pobre
400000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
2700000;No obtuvo;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2639000;No obtuvo;No pobre
4600000;No obtuvo;No pobre
7300000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
3000000;Técnica Superior;No pobre
2000000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
11000000;Superior Universitario;No pobre
10000000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
6000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
0;Técnica Superior;No pobre
3000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;EEB (1º y 2º ciclo);No pobre
2500000;No obtuvo;No pobre
3100000;Superior Universitario;No pobre
3100000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
8000000;Superior Universitario;No pobre
2750000;No obtuvo;No pobre
1720000;No obtuvo;Pobre extremo
0;No obtuvo;Pobre extremo
0;No obtuvo;Pobre extremo
4000000;No obtuvo;No pobre
6000000;No obtuvo;No pobre
2550000;No obtuvo;No pobre
0;Superior Universitario;Pobre no extremo
3000000;Superior Universitario;Pobre no extremo
0;Militar/Policial (Post no universitario);No pobre
20000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
500000;No obtuvo;Pobre no extremo
3000000;Superior Universitario;No pobre
10670000;No obtuvo;No pobre
4500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
5000000;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
1100000;Superior Universitario;No pobre
5410000;Militar/Policial;No pobre
4100000;No obtuvo;No pobre
2800000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
3070000;No obtuvo;No pobre
3850000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
0;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
20000000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
1600000;No obtuvo;No pobre
7500000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
5550000;No obtuvo;No pobre
0;Superior Universitario;Pobre extremo
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2550000;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2800000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
